DATA_YEAR,ORI,PUB_AGENCY_NAME,PUB_AGENCY_UNIT,AGENCY_TYPE_NAME,STATE_ABBR,STATE_NAME,DIVISION_NAME,COUNTY_NAME,REGION_NAME,POPULATION_GROUP_CODE,POPULATION_GROUP_DESC,OFFENSE_SUBCAT_ID,OFFENSE_NAME,OFFENSE_SUBCAT_NAME,ACTUAL_COUNT,UNFOUNDED_COUNT,CLEARED_COUNT,JUVENILE_CLEARED_COUNT,OTHER_COUNT
2019,FL0270000,Hernando,,County,FL,Florida,South Atlantic,HERNANDO,South,9A,"MSA counties 100,000 or over",HTIS,Human Trafficking,Involuntary Servitude,0,8,0,0,
2019,FL0290000,Hillsborough,,County,FL,Florida,South Atlantic,HILLSBOROUGH,South,9A,"MSA counties 100,000 or over",HTCSA,Human Trafficking,Commercial Sex Acts,9,11,9,0,
2019,FL0290000,Hillsborough,,County,FL,Florida,South Atlantic,HILLSBOROUGH,South,9A,"MSA counties 100,000 or over",HTIS,Human Trafficking,Involuntary Servitude,0,2,0,0,
2019,FL0290200,Tampa,,City,FL,Florida,South Atlantic,HILLSBOROUGH,South,1C,"Cities from 250,000 thru 499,999",HTCSA,Human Trafficking,Commercial Sex Acts,4,4,3,0,
2019,FL0310300,Vero Beach,,City,FL,Florida,South Atlantic,INDIAN RIVER,South,5,"Cities from 10,000 thru 24,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,0,1,0,
2019,FL0360000,Lee,,County,FL,Florida,South Atlantic,LEE,South,9A,"MSA counties 100,000 or over",HTCSA,Human Trafficking,Commercial Sex Acts,9,1,3,0,
2019,FL0360000,Lee,,County,FL,Florida,South Atlantic,LEE,South,9A,"MSA counties 100,000 or over",HTIS,Human Trafficking,Involuntary Servitude,2,0,2,0,
2019,FL0360500,Department of Law Enforcement:,"Lee County, Fort Myers",Other State Agency,FL,Florida,South Atlantic,LEE,South,9D,"MSA counties under 10,000",HTIS,Human Trafficking,Involuntary Servitude,1,0,1,0,
2019,FL0370300,Tallahassee,,City,FL,Florida,South Atlantic,LEON,South,2,"Cities from 100,000 thru 249,999",HTCSA,Human Trafficking,Commercial Sex Acts,8,0,8,0,
2019,FL0480000,Orange,,County,FL,Florida,South Atlantic,ORANGE,South,9A,"MSA counties 100,000 or over",HTCSA,Human Trafficking,Commercial Sex Acts,6,0,6,0,
2019,FL0480400,Orlando,,City,FL,Florida,South Atlantic,ORANGE,South,1C,"Cities from 250,000 thru 499,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,0,0,0,
2019,FL0500000,Palm Beach,,County,FL,Florida,South Atlantic,PALM BEACH,South,9A,"MSA counties 100,000 or over",HTCSA,Human Trafficking,Commercial Sex Acts,25,4,5,0,
2019,FL0500000,Palm Beach,,County,FL,Florida,South Atlantic,PALM BEACH,South,9A,"MSA counties 100,000 or over",HTIS,Human Trafficking,Involuntary Servitude,3,1,0,0,
2019,FL0500300,Boynton Beach,,City,FL,Florida,South Atlantic,PALM BEACH,South,3,"Cities from 50,000 thru 99,999",HTIS,Human Trafficking,Involuntary Servitude,0,1,0,0,
2019,FL0500400,Delray Beach,,City,FL,Florida,South Atlantic,PALM BEACH,South,3,"Cities from 50,000 thru 99,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,0,0,0,
2019,FL0500500,Lake Worth,,City,FL,Florida,South Atlantic,PALM BEACH,South,4,"Cities from 25,000 thru 49,999",HTCSA,Human Trafficking,Commercial Sex Acts,2,0,2,0,
2019,FL0500800,West Palm Beach,,City,FL,Florida,South Atlantic,PALM BEACH,South,2,"Cities from 100,000 thru 249,999",HTCSA,Human Trafficking,Commercial Sex Acts,7,2,2,0,
2019,FL0500800,West Palm Beach,,City,FL,Florida,South Atlantic,PALM BEACH,South,2,"Cities from 100,000 thru 249,999",HTIS,Human Trafficking,Involuntary Servitude,0,2,0,0,
2019,FL0502800,Royal Palm Beach,,City,FL,Florida,South Atlantic,PALM BEACH,South,4,"Cities from 25,000 thru 49,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,0,0,0,
2019,FL050580X,Loxatachee Groves,,City,FL,Florida,South Atlantic,PALM BEACH,South,6,"Cities from 2,500 thru 9,999",HTCSA,Human Trafficking,Commercial Sex Acts,0,1,0,0,
2019,FL0510000,Pasco,,County,FL,Florida,South Atlantic,PASCO,South,9A,"MSA counties 100,000 or over",HTCSA,Human Trafficking,Commercial Sex Acts,0,7,0,0,
2019,FL0510000,Pasco,,County,FL,Florida,South Atlantic,PASCO,South,9A,"MSA counties 100,000 or over",HTIS,Human Trafficking,Involuntary Servitude,4,1,4,0,
2019,FL0520000,Pinellas,,County,FL,Florida,South Atlantic,PINELLAS,South,9A,"MSA counties 100,000 or over",HTCSA,Human Trafficking,Commercial Sex Acts,0,1,0,0,
2019,FL0520300,Clearwater,,City,FL,Florida,South Atlantic,PINELLAS,South,2,"Cities from 100,000 thru 249,999",HTCSA,Human Trafficking,Commercial Sex Acts,0,14,0,0,
2019,FL0521400,St. Petersburg,,City,FL,Florida,South Atlantic,PINELLAS,South,1C,"Cities from 250,000 thru 499,999",HTCSA,Human Trafficking,Commercial Sex Acts,10,0,10,0,
2019,FL0590000,Seminole,,County,FL,Florida,South Atlantic,SEMINOLE,South,9A,"MSA counties 100,000 or over",HTCSA,Human Trafficking,Commercial Sex Acts,2,0,2,0,
2019,FL0640000,Volusia,,County,FL,Florida,South Atlantic,VOLUSIA,South,9A,"MSA counties 100,000 or over",HTCSA,Human Trafficking,Commercial Sex Acts,1,4,0,0,
2019,FL0640100,Daytona Beach,,City,FL,Florida,South Atlantic,VOLUSIA,South,3,"Cities from 50,000 thru 99,999",HTCSA,Human Trafficking,Commercial Sex Acts,5,0,2,0,
2019,GA0080100,Cartersville,,City,GA,Georgia,South Atlantic,BARTOW,South,5,"Cities from 10,000 thru 24,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,,0,0,
2019,GA0280000,Cherokee,,County,GA,Georgia,South Atlantic,CHEROKEE,South,9A,"MSA counties 100,000 or over",HTCSA,Human Trafficking,Commercial Sex Acts,1,,0,0,
2019,GA0290100,Athens-Clarke County,,City,GA,Georgia,South Atlantic,CLARKE,South,2,"Cities from 100,000 thru 249,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,,1,0,
2019,GA0290100,Athens-Clarke County,,City,GA,Georgia,South Atlantic,CLARKE,South,2,"Cities from 100,000 thru 249,999",HTIS,Human Trafficking,Involuntary Servitude,1,,0,0,
2019,GA0310100,Clayton County Police Department,,County,GA,Georgia,South Atlantic,CLAYTON,South,9A,"MSA counties 100,000 or over",HTCSA,Human Trafficking,Commercial Sex Acts,1,,0,0,
2019,GA0330200,Cobb County Police Department,,County,GA,Georgia,South Atlantic,COBB,South,9A,"MSA counties 100,000 or over",HTCSA,Human Trafficking,Commercial Sex Acts,1,,0,0,
2019,GA0330300,Marietta,,City,GA,Georgia,South Atlantic,COBB,South,3,"Cities from 50,000 thru 99,999",HTCSA,Human Trafficking,Commercial Sex Acts,9,,2,1,
2019,GA0330300,Marietta,,City,GA,Georgia,South Atlantic,COBB,South,3,"Cities from 50,000 thru 99,999",HTIS,Human Trafficking,Involuntary Servitude,1,,0,0,
2019,GA0380000,Coweta,,County,GA,Georgia,South Atlantic,COWETA,South,9B,"MSA counties from 25,000 thru 99,999",HTCSA,Human Trafficking,Commercial Sex Acts,11,,2,0,
2019,GA0440200,DeKalb County Police Department,,County,GA,Georgia,South Atlantic,DEKALB,South,9A,"MSA counties 100,000 or over",HTCSA,Human Trafficking,Commercial Sex Acts,1,,0,0,
2019,GA0510300,Springfield,,City,GA,Georgia,South Atlantic,EFFINGHAM,South,6,"Cities from 2,500 thru 9,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,,0,0,
2019,GA0550000,Fannin,,County,GA,Georgia,South Atlantic,FANNIN,South,8C,"Non-MSA counties from 10,000 thru 24,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,,0,0,
2019,GA0601300,Fulton County Police Department,,County,GA,Georgia,South Atlantic,FULTON,South,9D,"MSA counties under 10,000",HTCSA,Human Trafficking,Commercial Sex Acts,2,,0,0,
2019,GA0690000,Hall,,County,GA,Georgia,South Atlantic,HALL,South,9A,"MSA counties 100,000 or over",HTCSA,Human Trafficking,Commercial Sex Acts,2,,0,0,
2019,GA0710200,Tallapoosa,,City,GA,Georgia,South Atlantic,HARALSON,South,6,"Cities from 2,500 thru 9,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,,0,0,
2019,GA0750300,Hampton,,City,GA,Georgia,South Atlantic,HENRY,South,6,"Cities from 2,500 thru 9,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,,0,0,
2019,GA0760200,Warner Robins,,City,GA,Georgia,South Atlantic,"HOUSTON, PEACH",South,3,"Cities from 50,000 thru 99,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,,0,0,
2019,GA1100000,Paulding,,County,GA,Georgia,South Atlantic,PAULDING,South,9A,"MSA counties 100,000 or over",HTCSA,Human Trafficking,Commercial Sex Acts,11,,1,0,
2019,GA1100000,Paulding,,County,GA,Georgia,South Atlantic,PAULDING,South,9A,"MSA counties 100,000 or over",HTIS,Human Trafficking,Involuntary Servitude,4,,0,0,
2019,GA1110000,Peach,,County,GA,Georgia,South Atlantic,PEACH,South,9C,"MSA counties from 10,000 thru 24,999",HTCSA,Human Trafficking,Commercial Sex Acts,2,,0,0,
2019,GA1130000,Pierce,,County,GA,Georgia,South Atlantic,PIERCE,South,8C,"Non-MSA counties from 10,000 thru 24,999",HTCSA,Human Trafficking,Commercial Sex Acts,2,,0,0,
2019,GA1430000,Twiggs,,County,GA,Georgia,South Atlantic,TWIGGS,South,9D,"MSA counties under 10,000",HTCSA,Human Trafficking,Commercial Sex Acts,1,,0,0,
2019,GA1550000,Whitfield,,County,GA,Georgia,South Atlantic,WHITFIELD,South,9B,"MSA counties from 25,000 thru 99,999",HTCSA,Human Trafficking,Commercial Sex Acts,2,,0,0,
2019,HI0020000,Honolulu,,City,HI,Hawaii,Pacific,HONOLULU,West,1B,"Cities from 500,000 thru 999,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,,0,0,
2019,HI0050000,Maui Police Department,,County,HI,Hawaii,Pacific,MAUI,West,9A,"MSA counties 100,000 or over",HTCSA,Human Trafficking,Commercial Sex Acts,1,0,1,0,
2019,IA0900100,Ottumwa,,City,IA,Iowa,West North Central,WAPELLO,Midwest,5,"Cities from 10,000 thru 24,999",HTIS,Human Trafficking,Involuntary Servitude,1,,0,0,
2019,ID0010100,Boise,,City,ID,Idaho,Mountain,ADA,West,2,"Cities from 100,000 thru 249,999",HTCSA,Human Trafficking,Commercial Sex Acts,3,,0,0,
2019,IL0040100,Belvidere,,City,IL,Illinois,East North Central,BOONE,Midwest,4,"Cities from 25,000 thru 49,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,0,0,0,
2019,IL0162500,Des Plaines,,City,IL,Illinois,East North Central,COOK,Midwest,3,"Cities from 50,000 thru 99,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,0,0,0,
2019,IL0164200,Hanover Park,,City,IL,Illinois,East North Central,"COOK, DUPAGE",Midwest,4,"Cities from 25,000 thru 49,999",HTIS,Human Trafficking,Involuntary Servitude,1,0,0,0,
2019,IL0167600,Northfield,,City,IL,Illinois,East North Central,COOK,Midwest,6,"Cities from 2,500 thru 9,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,0,0,0,
2019,IL0167600,Northfield,,City,IL,Illinois,East North Central,COOK,Midwest,6,"Cities from 2,500 thru 9,999",HTIS,Human Trafficking,Involuntary Servitude,1,0,0,0,
2019,IL0220000,DuPage,,County,IL,Illinois,East North Central,DUPAGE,Midwest,9B,"MSA counties from 25,000 thru 99,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,0,0,0,
2019,IL0280500,West Frankfort,,City,IL,Illinois,East North Central,FRANKLIN,Midwest,6,"Cities from 2,500 thru 9,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,0,0,0,
2019,IL0280500,West Frankfort,,City,IL,Illinois,East North Central,FRANKLIN,Midwest,6,"Cities from 2,500 thru 9,999",HTIS,Human Trafficking,Involuntary Servitude,1,0,0,0,
2019,IL0490000,Lake,,County,IL,Illinois,East North Central,LAKE,Midwest,9A,"MSA counties 100,000 or over",HTCSA,Human Trafficking,Commercial Sex Acts,2,0,0,0,
2019,IL0561300,Richmond,,City,IL,Illinois,East North Central,MCHENRY,Midwest,7,"Cities under 2,500",HTCSA,Human Trafficking,Commercial Sex Acts,1,0,0,0,
2019,IL0570100,Bloomington,,City,IL,Illinois,East North Central,MCLEAN,Midwest,3,"Cities from 50,000 thru 99,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,0,0,0,
2019,IL0790000,Randolph,,County,IL,Illinois,East North Central,RANDOLPH,Midwest,8C,"Non-MSA counties from 10,000 thru 24,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,0,0,0,
2019,IL0790000,Randolph,,County,IL,Illinois,East North Central,RANDOLPH,Midwest,8C,"Non-MSA counties from 10,000 thru 24,999",HTIS,Human Trafficking,Involuntary Servitude,1,0,0,0,
2019,IL0820400,Caseyville,,City,IL,Illinois,East North Central,ST CLAIR,Midwest,6,"Cities from 2,500 thru 9,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,0,0,0,
2019,IL0821600,O'Fallon,,City,IL,Illinois,East North Central,ST CLAIR,Midwest,4,"Cities from 25,000 thru 49,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,0,0,0,
2019,IL1010000,Winnebago,,County,IL,Illinois,East North Central,WINNEBAGO,Midwest,9B,"MSA counties from 25,000 thru 99,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,0,0,0,
2019,IL1010000,Winnebago,,County,IL,Illinois,East North Central,WINNEBAGO,Midwest,9B,"MSA counties from 25,000 thru 99,999",HTIS,Human Trafficking,Involuntary Servitude,1,0,0,0,
2019,IL1010400,Rockford,,City,IL,Illinois,East North Central,"OGLE, WINNEBAGO",Midwest,2,"Cities from 100,000 thru 249,999",HTCSA,Human Trafficking,Commercial Sex Acts,3,,0,0,
2019,IL1010400,Rockford,,City,IL,Illinois,East North Central,"OGLE, WINNEBAGO",Midwest,2,"Cities from 100,000 thru 249,999",HTIS,Human Trafficking,Involuntary Servitude,3,,1,0,
2019,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,COOK,Midwest,1A,"Cities 1,000,000 or over",HTCSA,Human Trafficking,Commercial Sex Acts,13,0,0,0,
2019,IN0190200,Jasper,,City,IN,Indiana,East North Central,DUBOIS,Midwest,5,"Cities from 10,000 thru 24,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,,1,0,
2019,IN0290400,Westfield,,City,IN,Indiana,East North Central,HAMILTON,Midwest,4,"Cities from 25,000 thru 49,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,0,1,0,
2019,IN0320300,Plainfield,,City,IN,Indiana,East North Central,HENDRICKS,Midwest,4,"Cities from 25,000 thru 49,999",HTIS,Human Trafficking,Involuntary Servitude,1,0,0,0,
2019,IN0530100,Bloomington,,City,IN,Indiana,East North Central,MONROE,Midwest,3,"Cities from 50,000 thru 99,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,,0,0,
2019,IN0840000,Vigo,,County,IN,Indiana,East North Central,VIGO,Midwest,9B,"MSA counties from 25,000 thru 99,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,,0,0,
2019,IN0840000,Vigo,,County,IN,Indiana,East North Central,VIGO,Midwest,9B,"MSA counties from 25,000 thru 99,999",HTIS,Human Trafficking,Involuntary Servitude,2,,0,0,
2019,IN0840100,Terre Haute,,City,IN,Indiana,East North Central,VIGO,Midwest,3,"Cities from 50,000 thru 99,999",HTIS,Human Trafficking,Involuntary Servitude,1,,0,0,
2019,IN311SP00,State Police:,Clay County,State Police,IN,Indiana,East North Central,CLAY,Midwest,9D,"MSA counties under 10,000",HTCSA,Human Trafficking,Commercial Sex Acts,1,,0,0,
2019,IN335SP00,State Police:,Huntington County,State Police,IN,Indiana,East North Central,HUNTINGTON,Midwest,8D,"Non-MSA counties under 10,000",HTCSA,Human Trafficking,Commercial Sex Acts,2,,0,0,
2019,IN349SP00,State Police:,Marion County,State Police,IN,Indiana,East North Central,MARION,Midwest,9D,"MSA counties under 10,000",HTIS,Human Trafficking,Involuntary Servitude,1,,0,0,
2019,INIPD0000,Indianapolis,,City,IN,Indiana,East North Central,MARION,Midwest,1B,"Cities from 500,000 thru 999,999",HTCSA,Human Trafficking,Commercial Sex Acts,9,0,0,0,
2019,INIPD0000,Indianapolis,,City,IN,Indiana,East North Central,MARION,Midwest,1B,"Cities from 500,000 thru 999,999",HTIS,Human Trafficking,Involuntary Servitude,3,,0,0,
2019,KS0890100,Topeka,,City,KS,Kansas,West North Central,SHAWNEE,Midwest,2,"Cities from 100,000 thru 249,999",HTCSA,Human Trafficking,Commercial Sex Acts,2,0,2,0,
2019,KY0020000,Allen,,County,KY,Kentucky,East South Central,ALLEN,South,9C,"MSA counties from 10,000 thru 24,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,,1,0,
2019,KY0150100,Shepherdsville,,City,KY,Kentucky,East South Central,BULLITT,South,5,"Cities from 10,000 thru 24,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,,0,0,
2019,KY0300100,Owensboro,,City,KY,Kentucky,East South Central,DAVIESS,South,3,"Cities from 50,000 thru 99,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,,0,0,
2019,KY0340200,Lexington,,City,KY,Kentucky,East South Central,FAYETTE,South,1C,"Cities from 250,000 thru 499,999",HTCSA,Human Trafficking,Commercial Sex Acts,12,,3,0,
2019,KY0340200,Lexington,,City,KY,Kentucky,East South Central,FAYETTE,South,1C,"Cities from 250,000 thru 499,999",HTIS,Human Trafficking,Involuntary Servitude,2,,0,0,
2019,KY0370000,Franklin,,County,KY,Kentucky,East South Central,FRANKLIN,South,8C,"Non-MSA counties from 10,000 thru 24,999",HTCSA,Human Trafficking,Commercial Sex Acts,9,,0,0,
2019,KY0370000,Franklin,,County,KY,Kentucky,East South Central,FRANKLIN,South,8C,"Non-MSA counties from 10,000 thru 24,999",HTIS,Human Trafficking,Involuntary Servitude,4,,0,0,
2019,KY0370200,Motor Vehicle Enforcement,,Other State Agency,KY,Kentucky,East South Central,FRANKLIN,South,7,"Cities under 2,500",HTIS,Human Trafficking,Involuntary Servitude,16,,8,0,
2019,KY0470200,Radcliff,,City,KY,Kentucky,East South Central,HARDIN,South,5,"Cities from 10,000 thru 24,999",HTIS,Human Trafficking,Involuntary Servitude,3,,0,0,
2019,KY0580100,Paintsville,,City,KY,Kentucky,East South Central,JOHNSON,South,6,"Cities from 2,500 thru 9,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,,1,0,
2019,KY0590100,Covington,,City,KY,Kentucky,East South Central,KENTON,South,4,"Cities from 25,000 thru 49,999",HTIS,Human Trafficking,Involuntary Servitude,1,,0,0,
2019,KY0591900,Independence,,City,KY,Kentucky,East South Central,KENTON,South,4,"Cities from 25,000 thru 49,999",HTCSA,Human Trafficking,Commercial Sex Acts,2,,0,0,
2019,KY0610000,Knox,,County,KY,Kentucky,East South Central,KNOX,South,8B,"Non-MSA counties from 25,000 thru 99,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,,1,0,
2019,KY0620100,Hodgenville,,City,KY,Kentucky,East South Central,LARUE,South,6,"Cities from 2,500 thru 9,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,,0,0,
2019,KY0730100,Paducah,,City,KY,Kentucky,East South Central,MCCRACKEN,South,5,"Cities from 10,000 thru 24,999",HTIS,Human Trafficking,Involuntary Servitude,2,,0,0,
2019,KY0980000,Pike,,County,KY,Kentucky,East South Central,PIKE,South,8B,"Non-MSA counties from 25,000 thru 99,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,,0,0,
2019,KY1050100,Georgetown,,City,KY,Kentucky,East South Central,SCOTT,South,4,"Cities from 25,000 thru 49,999",HTIS,Human Trafficking,Involuntary Servitude,2,,0,0,
2019,KY1140100,Bowling Green,,City,KY,Kentucky,East South Central,WARREN,South,3,"Cities from 50,000 thru 99,999",HTIS,Human Trafficking,Involuntary Servitude,1,,0,0,
2019,KYKSP1100,State Police:,London,State Police,KY,Kentucky,East South Central,NOT SPECIFIED,South,8E,Non-MSA State Police,HTCSA,Human Trafficking,Commercial Sex Acts,1,,0,0,
2019,LA0080000,Bossier,,County,LA,Louisiana,West South Central,BOSSIER,South,9B,"MSA counties from 25,000 thru 99,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,,1,0,
2019,LA0260000,Jefferson,,County,LA,Louisiana,West South Central,JEFFERSON,South,9A,"MSA counties 100,000 or over",HTCSA,Human Trafficking,Commercial Sex Acts,6,0,6,0,
2019,LA0280000,Lafayette,,County,LA,Louisiana,West South Central,LAFAYETTE,South,9B,"MSA counties from 25,000 thru 99,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,0,0,0,
2019,LA0520000,St. Tammany,,County,LA,Louisiana,West South Central,ST TAMMANY,South,9A,"MSA counties 100,000 or over",HTCSA,Human Trafficking,Commercial Sex Acts,1,0,1,0,
2019,LA0600000,Webster,,County,LA,Louisiana,West South Central,WEBSTER,South,8C,"Non-MSA counties from 10,000 thru 24,999",HTIS,Human Trafficking,Involuntary Servitude,1,0,1,0,
2019,LANPD0000,New Orleans,,City,LA,Louisiana,West South Central,ORLEANS,South,1C,"Cities from 250,000 thru 499,999",HTIS,Human Trafficking,Involuntary Servitude,2,0,2,0,
2019,MA0011500,Yarmouth,,City,MA,Massachusetts,New England,BARNSTABLE,Northeast,5,"Cities from 10,000 thru 24,999",HTCSA,Human Trafficking,Commercial Sex Acts,3,,3,0,
2019,MA0011500,Yarmouth,,City,MA,Massachusetts,New England,BARNSTABLE,Northeast,5,"Cities from 10,000 thru 24,999",HTIS,Human Trafficking,Involuntary Servitude,3,,0,0,
2019,MA0030200,Attleboro,,City,MA,Massachusetts,New England,BRISTOL,Northeast,4,"Cities from 25,000 thru 49,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,,0,0,
2019,MA0030300,Berkley,,City,MA,Massachusetts,New England,BRISTOL,Northeast,6,"Cities from 2,500 thru 9,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,,0,0,
2019,MA0050300,Beverly,,City,MA,Massachusetts,New England,ESSEX,Northeast,4,"Cities from 25,000 thru 49,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,,1,0,
2019,MA0050500,Danvers,,City,MA,Massachusetts,New England,ESSEX,Northeast,4,"Cities from 25,000 thru 49,999",HTIS,Human Trafficking,Involuntary Servitude,1,,1,0,
2019,MA0071500,Palmer,,City,MA,Massachusetts,New England,HAMPDEN,Northeast,5,"Cities from 10,000 thru 24,999",HTIS,Human Trafficking,Involuntary Servitude,0,,1,0,
2019,MA0071800,Springfield,,City,MA,Massachusetts,New England,HAMPDEN,Northeast,2,"Cities from 100,000 thru 249,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,,1,0,
2019,MA0091000,Burlington,,City,MA,Massachusetts,New England,MIDDLESEX,Northeast,4,"Cities from 25,000 thru 49,999",HTIS,Human Trafficking,Involuntary Servitude,1,,0,0,
2019,MA0091100,Cambridge,,City,MA,Massachusetts,New England,MIDDLESEX,Northeast,2,"Cities from 100,000 thru 249,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,,0,0,
2019,MA0092800,Marlborough,,City,MA,Massachusetts,New England,MIDDLESEX,Northeast,4,"Cities from 25,000 thru 49,999",HTIS,Human Trafficking,Involuntary Servitude,1,,1,0,
2019,MA0094300,Tewksbury,,City,MA,Massachusetts,New England,MIDDLESEX,Northeast,4,"Cities from 25,000 thru 49,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,,0,0,
2019,MA0095400,Woburn,,City,MA,Massachusetts,New England,MIDDLESEX,Northeast,4,"Cities from 25,000 thru 49,999",HTCSA,Human Trafficking,Commercial Sex Acts,3,,3,0,
2019,MA0120300,Brockton,,City,MA,Massachusetts,New England,PLYMOUTH,Northeast,3,"Cities from 50,000 thru 99,999",HTIS,Human Trafficking,Involuntary Servitude,2,,0,0,
2019,MA0122400,Scituate,,City,MA,Massachusetts,New England,PLYMOUTH,Northeast,5,"Cities from 10,000 thru 24,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,,1,0,
2019,MA0130100,Boston,,City,MA,Massachusetts,New England,SUFFOLK,Northeast,1B,"Cities from 500,000 thru 999,999",HTCSA,Human Trafficking,Commercial Sex Acts,5,0,0,0,
2019,MA0130100,Boston,,City,MA,Massachusetts,New England,SUFFOLK,Northeast,1B,"Cities from 500,000 thru 999,999",HTIS,Human Trafficking,Involuntary Servitude,3,0,1,0,
2019,MA0141500,Fitchburg,,City,MA,Massachusetts,New England,WORCESTER,Northeast,4,"Cities from 25,000 thru 49,999",HTIS,Human Trafficking,Involuntary Servitude,1,,0,0,
2019,MA0146000,Worcester,,City,MA,Massachusetts,New England,WORCESTER,Northeast,2,"Cities from 100,000 thru 249,999",HTCSA,Human Trafficking,Commercial Sex Acts,6,,0,0,
2019,MD0010200,Cumberland,,City,MD,Maryland,South Atlantic,ALLEGANY,South,5,"Cities from 10,000 thru 24,999",HTCSA,Human Trafficking,Commercial Sex Acts,3,0,3,0,
2019,MD0020200,Anne Arundel County Police Department,,County,MD,Maryland,South Atlantic,ANNE ARUNDEL,South,9A,"MSA counties 100,000 or over",HTCSA,Human Trafficking,Commercial Sex Acts,7,0,2,0,
2019,MD0020200,Anne Arundel County Police Department,,County,MD,Maryland,South Atlantic,ANNE ARUNDEL,South,9A,"MSA counties 100,000 or over",HTIS,Human Trafficking,Involuntary Servitude,1,0,0,0,
2019,MD0030100,Baltimore County Police Department,,County,MD,Maryland,South Atlantic,BALTIMORE,South,9A,"MSA counties 100,000 or over",HTCSA,Human Trafficking,Commercial Sex Acts,2,0,1,0,
2019,MD0080400,Elkton,,City,MD,Maryland,South Atlantic,CECIL,South,5,"Cities from 10,000 thru 24,999",HTIS,Human Trafficking,Involuntary Servitude,4,0,0,0,
2019,MD0130000,Harford,,County,MD,Maryland,South Atlantic,HARFORD,South,9A,"MSA counties 100,000 or over",HTCSA,Human Trafficking,Commercial Sex Acts,2,0,0,0,
2019,MD0140100,Howard County Police Department,,County,MD,Maryland,South Atlantic,HOWARD,South,9A,"MSA counties 100,000 or over",HTCSA,Human Trafficking,Commercial Sex Acts,9,0,5,0,
2019,MD0172100,Prince George's County Police Department,,County,MD,Maryland,South Atlantic,PRINCE GEORGE'S,South,9A,"MSA counties 100,000 or over",HTCSA,Human Trafficking,Commercial Sex Acts,6,1,4,0,
2019,MD0172100,Prince George's County Police Department,,County,MD,Maryland,South Atlantic,PRINCE GEORGE'S,South,9A,"MSA counties 100,000 or over",HTIS,Human Trafficking,Involuntary Servitude,5,,5,0,
2019,MD0180100,Centreville,,City,MD,Maryland,South Atlantic,QUEEN ANNE'S,South,6,"Cities from 2,500 thru 9,999",HTIS,Human Trafficking,Involuntary Servitude,1,0,1,1,
2019,ME0010100,Auburn,,City,ME,Maine,New England,ANDROSCOGGIN,Northeast,5,"Cities from 10,000 thru 24,999",HTCSA,Human Trafficking,Commercial Sex Acts,1,,0,0,
2019,ME0010200,Lewiston,,City,ME,Maine,New England,ANDROSCOGGIN,Northeast,4,"Cities from 25,000 thru 49,999",HTCSA,Human Trafficking,Commercial Sex Acts,2,,0,0,
2019,ME0030800,Westbrook,,City,ME,Maine,New England,CUMBERLAND,Northeast,5,"Cities from 10,000 thru 24,999",HTCSA,Human Trafficking,Commercial Sex Acts,2,,1,0,
